id,nombre,ini,fin,alumno_id,vip,obs,forma_id,canceled,school_id,person_name,created_at,updated_at
50333,trimestral promo,2009-01-28,2009-04-30,50782,false,<p>paga su plan todo junto en efectivo adelantado.</p>,50001,,1,,,
50334,trim,2009-02-02,2009-04-30,50710,false,<p>trim a precio anual</p>,50001,2009-05-04,1,,,
50335,Anual,2009-02-02,2010-01-31,50809,false,"",50002,2009-11-03,1,,,
50336,anual,2009-03-01,2010-02-28,50011,false,"",50004,,1,,,
50337,Anual,2009-02-09,2010-02-28,50029,false,"",50007,,1,,,
50338,Semestral,2009-02-02,2009-07-30,50562,false,"",50001,,1,,,
50339,Anual,2009-01-01,2009-12-31,50083,false,"",50007,,1,,,
50341,Anual,2009-02-09,2010-01-31,50673,false,"",50013,,1,,,
50342,BORRAR,2009-03-01,2010-02-28,50011,false,"",50001,,1,,,
50343,anual,2009-03-01,2010-02-27,50421,false,<p>AMEX (180 por mes)</p>,50004,2009-12-02,1,,,
50344,Anual,2009-02-01,2010-02-28,50047,false,"",50005,,1,,,
50345,bimestral,2009-02-01,2009-03-30,50787,false,"",50002,,1,,,
50346,mensual,2009-02-16,2009-03-16,50815,false,<p>prueba este mes a precio anual</p>,50001,2009-03-01,1,,,
50347,Trimestral,2009-03-02,2009-05-30,50746,false,"",50002,,1,,,
50348,anual,2009-03-01,2010-02-28,50843,false,"",50001,2009-05-01,1,,,
50349,trimestral,2009-03-02,2009-05-30,50893,false,"",50002,2009-06-01,1,,,
50350,trimestral,2009-02-09,2009-05-30,50814,false,"",50001,2009-04-05,1,,,
50351,trimestral,2009-02-26,2009-05-30,50859,false,<p>trim al precio de anual ($180)</p>,50001,,1,,,
50352,semestral,2009-02-27,2009-07-30,50897,false,<p>5 meses ($215 por mes)</p>,50002,2009-07-02,1,,,
50353,Anual VIP,2009-03-03,2010-02-28,50618,true,<p>con descuento 15% x EXXON</p>,50007,,1,,,
50354,anu vip,2009-03-02,2010-02-28,50618,true,<p>con descuento exxon 15%</p>,50002,,1,,,
50355,Anual,2009-03-05,2010-02-28,50600,false,"",50007,,1,,,
50356,semestral,2009-03-01,2009-08-31,50464,false,"",50003,2008-07-14,1,,,
50357,semestral,2009-03-02,2009-08-30,50944,false,"",50002,,1,,,
50358,trimestral PROMO,2009-04-01,2009-06-30,50930,false,"",50003,,1,,,
50359,Anual,2009-03-02,2010-02-28,50950,false,"",50007,,1,,,
50360,Anual,2009-03-10,2010-03-09,50946,false,"",50002,2009-07-04,1,,,
50361,anu,2009-03-02,2010-02-28,50617,false,"",50002,2009-12-02,1,,,
50362,anu vip,2009-03-02,2010-03-31,50049,false,"",50007,,1,,,
50363,Anu - especial,2009-03-02,2009-03-03,50612,false,"",50002,,1,,,
50364,Anu,2009-03-17,2010-04-28,50968,false,"",50007,,1,,,
50365,trimestral PROMO,2009-03-01,2009-05-31,50895,false,"",50001,,1,,,
50366,semestral,2009-03-15,2009-09-14,50979,false,"",50004,,1,,,
50367,anual,2009-03-17,2010-03-30,50972,false,<p>$180 por mes</p>,50002,2009-09-01,1,,,
50368,anual,2009-03-01,2010-02-28,50138,false,<p>$180 por mes. Amex.</p>,50004,,1,,,
50369,Tri,2009-03-01,2009-05-30,50869,false,"",50001,,1,,,
50370,semestral,2009-03-15,2009-09-15,51021,false,"",50002,2009-09-03,1,,,
50371,TRI promo,2009-03-02,2009-05-30,50513,false,"",50001,,1,,,
50372,trimestral,2009-04-01,2009-06-30,51015,false,"",50002,,1,,,
50373,ANU,2009-03-27,2010-05-31,51024,false,"",50001,,1,,,
50374,Anual,2009-03-15,2010-03-14,50984,false,<p>ver con juan si es en efectivo o que arreglo</p>,50001,2009-06-02,1,,,
50375,trimestral,2009-03-31,2009-06-01,50494,false,"",50001,,1,,,
50376,trimestral,2009-04-01,2009-06-30,51045,false,"",50002,,1,,,
50377,semestral,2009-04-01,2009-09-30,51043,false,"",50001,,1,,,
50378,sem,2009-04-01,2009-09-30,50099,false,"",50002,,1,,,
50379,Anu,2009-04-04,2010-03-31,50707,false,"",50002,2009-08-03,1,,,
50380,Anual,2009-04-06,2010-04-06,50538,false,"",50007,,1,,,
50381,Anual,2009-05-01,2010-04-30,50826,false,<p>abril gratis x q ya tenia pago megatlon</p>,50010,,1,,,
50382,trimestral,2009-04-01,2009-06-30,50015,false,"",50001,2009-07-02,1,,,
50383,anual,2009-03-01,2010-02-28,50111,false,"",50001,2009-07-07,1,,,
50384,monitoria,2009-01-01,2009-12-31,50001,false,"",50001,,1,,,
50385,anual,2009-04-07,2010-05-31,50371,false,<p>se le di&oacute; un 10% de descuento por pago en efectivo</p>,50001,,1,,,
50386,anual especial,2009-04-06,2010-04-05,51070,false,"",50010,,1,,,
50387,semestral,2009-04-01,2009-09-30,51029,false,"",50002,,1,,,
50388,Anual,2009-04-07,2010-03-31,50125,false,"",50007,,1,,,
50389,Anual,2009-05-01,2010-04-30,50712,false,"",50007,,1,,,
50390,Anual,2009-04-08,2010-03-30,51074,false,<p>pago solo abril $180. falta hacerle contrato y que deje los datos de la tarjeta para el mes que viene</p>,50007,,1,,,
50391,anu,2009-04-01,2010-03-31,51009,false,"",50001,,1,,,
50392,Anual,2009-04-09,2010-03-31,50027,false,"",50007,,1,,,
50393,anu,2009-04-01,2010-03-30,50490,false,<p>pag&oacute; 2 meses al principio y despu&eacute;s paga por mes adelantado.</p>,50001,2009-10-04,1,,,
50394,Anu,2009-04-01,2009-12-30,50679,false,<p>es extensi&oacute;n del plan trimestral anterior</p>,50007,,1,,,
50396,anual,2009-04-01,2010-03-30,50166,false,<p>$180 por mes</p>,50007,,1,,,
50397,anual,2009-04-16,2010-04-15,51019,false,"",50007,2010-04-12,1,,,
50398,anual,2009-05-01,2010-05-31,51123,false,"",50007,,1,,,
50400,trimestral,2009-05-01,2009-07-30,51089,false,"",50003,2009-05-02,1,,,
50401,trimestral,2009-05-01,2009-07-30,50934,false,<p>no paga matricula. pasarle por mayo la tarjeta. tarjeta uruguaya.</p>,50002,2009-08-03,1,,,
50402,anual,2009-05-01,2010-04-30,51123,false,<p>no paga matricula. Empieza a correr su plan en mayo 2009</p>,50002,,1,,,
50403,Anual,2009-04-01,2010-03-31,50151,false,"",50001,,1,,,
50404,monitoria mensual,2009-03-01,2010-02-28,50059,false,"",50001,,1,,,
50405,monitoria anual,2008-07-04,2009-06-30,50067,false,"",50001,,1,,,
50406,Anual,2009-02-09,2010-02-28,50118,false,"",50007,,1,,,
50407,sem,2009-03-01,2009-08-31,50464,false,"",50003,,1,,,
50410,Anual,2009-05-01,2010-04-30,51118,false,"",50007,,1,,,
50411,Anu,2009-05-01,2010-04-30,51131,false,"",50010,2010-03-01,1,,,
50412,semestral,2009-04-27,2009-10-30,50252,false,<p>amex</p>,50001,2009-07-02,1,,,
50413,Anual,2009-05-01,2010-06-30,51047,false,"",50007,,1,,,
50415,Anual,2009-05-01,2010-04-30,51133,false,"",50010,,1,,,
50417,Anual,2009-05-01,2010-04-30,51134,false,"",50007,,1,,,
50418,trimestral PROMO,2009-05-01,2009-08-30,50417,false,"",50001,2009-08-03,1,,,
50420,Sem,2009-05-01,2009-10-31,50052,false,"",50002,,1,,,
50422,Anu,2009-05-01,2010-04-30,51161,false,"",50007,2010-01-01,1,,,
50423,Anual,2009-04-01,2010-03-31,50022,false,<p>Pago medio a&ntilde;o en tres cuotas con Amex.</p>,50004,,1,,,
50424,trimestral,2009-05-01,2009-07-30,51147,false,<p>$255 por mes</p>,50002,2009-06-02,1,,,
50425,sem,2009-05-04,2009-10-31,51156,false,"",50004,2009-07-07,1,,,
50426,SEM,2009-05-04,2009-10-31,51145,false,"",50002,2009-10-04,1,,,
50427,anual,2009-06-01,2010-05-31,50746,false,"",50007,,1,,,
50428,Anual,2009-05-05,2010-04-30,50016,false,"",50001,,1,,,
50429,Anual,2009-04-01,2010-03-31,50130,false,"",50007,,1,,,
50431,Anual,2009-05-06,2010-04-30,50683,false,"",50002,2009-11-02,1,,,
50432,Anual,2009-05-06,2010-04-30,50714,false,"",50002,2009-11-02,1,,,
50434,anual,2009-06-01,2010-05-31,51140,false,"",50001,2009-06-02,1,,,
50435,anual,2009-05-06,2010-04-30,51179,false,"",50010,,1,,,
50436,anual,2009-05-06,2010-04-30,51176,false,"",50003,2009-07-07,1,,,
50437,trimestral,2009-05-01,2009-07-30,50159,false,<p>arreglo especial: precio de anual en plan trimestral ($180 por mes)</p>,50002,,1,,,
50438,anual,2009-05-01,2010-04-30,51083,false,"",50001,,1,,,
50439,Anual,2009-05-01,2010-04-30,50097,false,"",50007,,1,,,
50440,trimestral,2009-05-14,2009-07-14,51186,false,"<p>Cobr&eacute; dos meses a precio plan trimestral. Ub, sin matr&iacute;cula.</p>",50002,,1,,,
50441,Anual,2009-05-15,2010-04-15,51204,false,"",50004,2009-10-21,1,,,
50442,trimestral,2009-05-15,2009-08-14,51198,false,"",50001,,1,,,
50443,trimestral,2009-05-15,2009-08-14,51171,false,"",50003,2009-06-02,1,,,
50444,Anual,2009-04-01,2010-03-31,50993,false,"",50001,2009-11-03,1,,,
50445,anual,2009-05-01,2010-04-30,50781,false,"",50001,2009-10-21,1,,,
50446,Anu,2009-05-20,2010-04-30,50704,false,"",50002,2009-06-02,1,,,
50447,Anual,2009-05-01,2010-04-30,50782,false,"",50001,2010-03-10,1,,,
50448,anual,2009-06-01,2010-05-31,51155,false,"",50010,,1,,,
50449,Anual,2009-06-01,2010-05-31,51233,false,"",50003,2009-12-14,1,,,
50450,Semestral,2009-06-01,2009-11-30,50895,false,"",50004,,1,,,
50451,anual,2009-06-01,2010-05-30,51226,false,"",50010,,1,,,
50452,anual,2009-06-01,2010-05-30,50859,false,"",50002,2009-12-02,1,,,
50453,Anual,2009-06-01,2010-05-31,51237,false,"",50007,,1,,,
50454,anual,2009-07-01,2010-06-30,50101,false,"<p>pago 1080 en 3 cuotas- 5 meses de 180 y 2 de 90 mantenimiento- junio a diciembre</p>
<p>en diciembre paga las otras 6</p>",50004,,1,,,
50455,anual,2009-05-01,2010-03-31,50699,false,"",50010,,1,,,
50456,Anual,2009-06-01,2010-05-31,50251,false,"",50007,2010-04-08,1,,,
50457,trimestral,2009-06-01,2009-08-31,50271,false,"",50002,2008-04-10,1,,,
50458,trimestral,2009-06-01,2009-08-31,50271,false,"",50002,2008-04-10,1,,,
50459,Anual,2009-06-01,2010-05-30,51220,false,"",50007,,1,,,
50460,semestral,2009-06-12,2009-12-12,51251,false,"",50002,,1,,,
50461,anual,2009-07-01,2010-06-30,51277,false,"",50007,2009-12-28,1,,,
50462,anual,2009-06-01,2010-06-30,50064,false,"",50007,,1,,,
50463,BIM,2009-07-01,2009-08-31,51265,false,"",50002,,1,,,
50464,Semestral,2009-07-01,2010-12-31,50258,false,"",50004,2010-01-01,1,,,
50465,anual,2009-07-01,2010-06-30,50067,false,"",50001,2009-11-03,1,,,
50466,anual,2009-07-01,2010-06-30,50065,false,"",50007,,1,,,
50467,ANU,2009-07-01,2010-06-30,50090,false,"",50004,2010-03-10,1,,,
50468,anual,2009-06-01,2010-05-30,51250,false,"",50002,2009-11-03,1,,,
50469,ANU,2008-09-01,2009-08-31,50046,false,"",50004,,1,,,
50472,ANU,2009-06-01,2010-05-31,50007,false,"",50010,2010-03-10,1,,,
50475,ANU,2009-06-01,2010-05-30,50869,false,"",50007,,1,,,
50478,trimestral,2009-07-13,2009-09-30,50545,false,"<p>promo exalumnos: 50% el primer mes, sin matr.</p>",50002,,1,,,
50481,anual,2009-06-01,2010-05-31,50126,false,"",50007,,1,,,
50484,Anual,2009-08-01,2010-07-31,51315,false,"",50007,,1,,,
50487,anu,2009-06-01,2010-05-31,51227,false,"",50010,,1,,,
50490,Aual,2009-07-01,2010-06-30,51274,false,"",50007,,1,,,
50493,Mensual,2009-07-15,2009-08-31,51336,false,"",50001,,1,,,
50496,ANU,2009-08-01,2010-07-31,50562,false,"",50001,,1,,,
50499,Anual,2009-08-01,2010-07-31,51314,false,"",50007,2010-01-01,1,,,
50502,ANU,2009-07-17,2010-07-31,51301,false,"",50004,2009-11-16,1,,,
50505,ANU,2009-07-17,2010-06-30,50930,false,"",50010,2010-05-11,1,,,
50508,Anual,2009-07-01,2010-06-30,51300,false,"",50003,2010-02-01,1,,,
50511,Anual,2009-07-01,2010-06-30,51351,false,"",50010,2010-02-01,1,,,
50514,Anual,2009-07-21,2010-06-30,51372,false,"",50003,2009-12-14,1,,,
50517,ANU,2009-07-22,2010-07-31,50084,false,"",50004,,1,,,
50520,ANU,2009-08-01,2010-09-30,50336,false,"",50007,2010-03-10,1,,,
50523,ANU,2009-07-01,2010-06-30,50140,false,"",50007,,1,,,
50526,pre-Plan,2009-07-31,2009-08-31,51411,false,<p>va a hacer plan</p>,50001,,1,,,
50529,trimestral,2009-08-01,2009-10-30,50159,false,<p>precio de anual $180</p>,50002,,1,,,
50532,ANU,2009-08-04,2010-07-31,51459,false,"",50007,2010-01-01,1,,,
50535,anual ,2009-09-01,2010-08-02,50349,false,<p>AGOSTO 2009 bonificado</p>,50002,2009-10-02,1,,,
50538,Anu,2009-04-01,2010-03-31,50079,false,"",50002,2009-12-02,1,,,
50541,monitoria 09,2009-08-11,2009-12-31,50002,false,"",50001,,1,,,
50544,anu,2009-08-11,2010-07-31,51462,false,"",50001,2009-12-03,1,,,
50547,TRi,2009-08-11,2010-11-30,51477,false,"",50001,2009-12-28,1,,,
50550,Anu,2009-08-13,2010-07-31,50096,false,"",50007,,1,,,
50556,ANU (primer mes prueba),2009-09-01,2010-09-30,51687,false,"<p>Si le gusta el primer mes firma el contrato con el plan, si no le gusta, cancela en ese primer mes sin cargo</p>",50007,2010-09-13,1,,,2010-09-13 16:12:42 UTC
50559,anual,2009-09-01,2010-08-31,50202,false,"",50007,,1,,,
50562,anual,2009-09-01,2010-08-30,51675,false,"",50013,,1,,,
50565,anual,2009-08-01,2010-07-31,50051,false,<p>plan de instructor</p>,50001,,1,,,
50568,anual,2009-09-01,2010-08-31,50020,false,"",50001,,1,,,
50571,anual,2009-08-01,2010-08-31,50464,false,"",50001,,1,,,
50574,anual,2009-07-01,2010-06-30,51304,false,"",50004,2010-05-11,1,,,
50577,Tri,2009-06-01,2009-08-31,50513,false,"",50001,,1,,,
50580,ANU,2009-08-04,2010-08-30,50018,false,"",50007,2010-04-08,1,,,
50583,Anu,2009-09-01,2010-08-31,51651,false,"",50002,2009-11-03,1,,,
50586,Anu,2009-09-01,2010-08-31,51411,false,"",50001,2009-12-28,1,,,
50589,ANU,2009-08-31,2010-08-31,51714,false,"",50013,2010-02-01,1,,,
50592,Trimestral,2009-09-01,2009-11-30,51729,false,"",50004,,1,,,
50595,Sem,2009-09-01,2010-02-28,51711,false,<p>pago todo junto con maestro.</p>,50004,,1,,,
50598,anual,2009-09-01,2010-08-31,50944,false,"",50007,,1,,,
50601,anual,2009-09-01,2010-08-30,50046,false,"",50004,,1,,,
50604,anual,2009-09-01,2010-08-30,50045,false,"",50007,2010-04-08,1,,,
50607,anual,2009-09-07,2010-08-30,51756,false,"",50007,,1,,,
50610,anual,2009-10-01,2010-09-30,51029,false,<p>Maestro</p>,50007,2010-03-17,1,,,
50613,anual,2009-09-09,2010-09-09,51759,false,"",50002,2009-11-03,1,,,
50616,Anual,2009-10-01,2010-09-30,50979,false,"<p>por amex paso 3 meses, trae tarjeta cada 3 meses</p>",50004,,1,,,
50619,Semestral,2009-10-01,2010-03-31,51111,false,"",50007,2009-11-13,1,,,
50622,anual - especial,2009-03-04,2010-09-30,50612,true,"",50007,,1,,,
50625,anual,2009-10-01,2010-09-30,50343,false,"",50007,,1,,,
50628,anual,2009-10-01,2010-09-30,51828,false,<p>1er mes amigo Nadia Alvarez 50%</p>,50007,,1,,,
50631,1er mes 50%,2009-09-22,2009-10-30,51828,false,<p>50% 1er mes nadia</p>,50001,,1,,,
50634,Anual,2009-09-01,2010-09-30,50227,false,"",50007,,1,,,
50637,Anual,2009-10-01,2010-09-30,51043,false,"",50001,,1,,,
50640,ANU,2009-09-29,2010-09-30,51867,false,"",50007,,1,,,
50643,anual,2009-10-02,2010-09-30,51903,false,"",50007,2010-06-01,1,,,
50646,Anu,2009-09-01,2010-08-31,50387,false,"",1,,1,,,
50649,mensual,2009-09-01,2009-09-30,50006,false,"",50001,,1,,,
50652,Trimestral,2009-10-06,2009-12-31,51843,false,"",50007,,1,,,
50655,anual,2009-10-06,2010-11-30,51885,false,"",50007,2010-10-19,1,,,2010-10-19 14:38:44 UTC
50658,mensual,2009-10-07,2009-10-31,50006,false,"",50001,,1,,,
50661,Anual,2009-08-02,2010-09-30,50019,false,"",50010,,1,,,2010-09-10 14:47:52 UTC
50664,Trim,2009-10-01,2009-12-31,51948,false,"",50001,,1,,,
50667,Anual,2009-10-01,2010-10-30,51921,false,"",50001,2010-05-11,1,,,
50670,anu - monitoria,2009-10-01,2010-09-30,50054,false,"",50001,,1,,,
50673,Trimestral,2009-10-15,2010-01-15,51924,false,"",50001,2009-11-26,1,,,
50676,Sem,2009-10-19,2010-04-30,51984,false,"",50007,2010-02-12,1,,,
50679,ANUAL,2009-10-19,2010-09-19,51091,false,"",50010,2010-04-08,1,,,
50682,anual,2009-11-01,2010-10-31,51993,false,"",50007,2010-04-08,1,,,
50685,anual,2009-11-01,2010-10-31,52026,false,"",50001,2009-11-16,1,,,
50688,ANUAL,2009-11-01,2010-10-31,51900,false,"",50002,2009-11-03,1,,,
50691,7x6 verano,2009-10-20,2010-05-31,52029,false,"",50010,,1,,,
50697,semestral,2009-10-28,2010-04-30,52083,false,"",50007,,1,,,
50700,semestral,2009-11-01,2010-05-31,52080,false,"",50013,2009-12-28,1,,,
50703,7x6 verano,2009-10-30,2010-05-31,50057,false,<p>faltan datos</p>,50007,,1,,,
50706,7x6 verano,2009-11-01,2010-05-31,52089,false,"",50007,,1,,,
50709,Sem daniF,2009-11-03,2010-07-31,52122,false,"",50001,2009-12-28,1,,,
50712,anual especial,2009-11-02,2010-10-30,50074,false,"",50001,2010-03-10,1,,,
50715,mensual especial,2009-12-01,2009-12-31,50422,false,"",50007,,1,,,
50718,anual,2009-11-10,2010-10-31,50131,false,"",50010,2010-08-17,1,,,2010-08-17 14:59:45 UTC
50727,Promo 7x6,2009-11-14,2010-10-31,51789,false,"",50007,2010-05-11,1,,,
50730,7x6 verano,2009-12-01,2010-06-30,50039,false,"",50007,2010-02-12,1,,,
50733,anual,2009-12-01,2010-11-30,50608,false,"",50007,,1,,,
50736,sem x 7,2009-12-01,2010-06-30,52191,false,<p>DICIEMBRE MES GRATIS</p>,50007,,1,,,
50739,anual,2009-12-01,2010-11-30,50283,false,"",50007,,1,,,
50742,Mensual,2009-12-01,2009-12-31,50544,false,"",50001,2009-12-28,1,,,
50745,sem x 7 (1xsem),2009-11-30,2010-06-30,52188,false,<p>una vez por semana 140</p>,50010,2010-06-01,1,,,
50754,7x6 verano,2009-12-02,2010-06-30,50737,false,"",50004,,1,,,
50757,trimestral,2009-12-04,2010-02-28,52245,false,"",50010,,1,,,
50760,sem x 7,2009-12-01,2010-06-30,50348,false,"",50001,,1,,,
50763,6x7 a precio anual,2008-12-01,2010-06-30,51582,false,"",50007,,1,,,
50766,Anual,2010-01-01,2010-12-31,50083,false,"",50007,,1,,,
50772,Monitoría,2009-12-14,2010-12-31,50024,false,"",50001,,1,,,
50775,sem x 7,2009-12-01,2010-06-30,52305,false,"",50010,,1,,,
50778,anual,2010-01-01,2010-12-31,50668,false,"",50007,,1,,,
50781,anual ,2010-01-01,2011-01-31,50279,false,"",50007,,1,,,
50784,men amigo,2009-12-01,2009-12-31,52338,false,"",50001,,1,,,
50787,semestral,2009-12-30,2010-06-30,52281,false,"<p>hizo plan semestral a precio anual mas un mes gratis de vacaciones.</p>
<p>&nbsp;</p>",50004,,1,,,
50790,Anual,2010-02-01,2011-01-31,50673,false,"",50001,,1,,,
50793,ANU,2009-11-01,2010-10-31,50934,false,"",50013,,1,,,
50796,TRI 1xsemana,2010-01-04,2010-03-31,52350,false,"",50007,,1,,,
50799,anual,2010-01-06,2011-02-28,52353,false,"",50007,,1,,,2010-12-01 23:59:19 UTC
50802,7x6 verano,2009-12-01,2010-06-30,50112,false,"",50007,,1,,,
50805,ANUAL,2010-01-08,2010-12-31,52374,false,"",50007,2010-07-05,1,,,
50808,Anual,2009-12-01,2010-11-30,50895,false,<p>suspendido durante 4 meses por viaje a israel</p>,50004,2010-02-01,1,,,
50811,monitoría,2010-01-10,2010-12-31,50010,false,"",50001,,1,,,
50814,monitoria,2010-01-10,2010-12-31,50002,false,"",50001,,1,,,
50817,anual ,2010-01-11,2010-12-31,52383,false,<p>tiene enero de 2010 a la mitad por la promo de amigo 2x1</p>,50007,,1,,,
50818,ANUAL,2010-01-12,2010-12-31,50679,false,"",50007,,1,,,
50821,SEM,2010-01-19,2010-08-31,52423,false,"",50007,,1,,,
50824,mensual,2010-01-20,2010-02-01,52429,false,"",1,2010-02-01,1,,,
550141,semestral a plan de anual,2010-02-01,2010-07-31,551419,false,"",50013,2010-07-06,1,,,
550144,Semestral a precio de anual,2010-02-01,2010-07-31,551443,false,"",50010,2010-04-08,1,,,
550147,Semestral a precio de anual,2010-02-01,2010-07-31,551413,false,"",50010,2010-04-08,1,,,
550153,Semestral a precio de anual,2010-02-02,2010-07-30,551437,false,"",50010,,1,,,
550156,semestral promo,2010-02-02,2010-07-31,51948,false,"",1,,1,,,
550159,Semestral,2010-02-01,2010-07-31,551569,false,"",50007,,1,,,
550162,Semestral a precio de anual,2010-02-03,2010-07-31,551560,false,"",50007,,1,,,
550165,Semestral a precio de anual,2010-02-03,2010-07-31,51251,false,"",50007,,1,,,
550168,trimestral,2010-02-03,2010-04-30,551524,false,"",1,,1,,,
600214,anual,2010-02-04,2011-01-30,551554,false,"",50010,,1,,,
600217,anual,2010-02-01,2011-01-30,551551,false,"",50010,,1,,,
1650235,Semestral a precio de anual,2010-02-01,2010-07-31,602563,false,"",50007,,1,,,
1650361,anu especial,2010-02-01,2011-01-30,50667,false,<p>PAGA EN FT MENSUALMENTE (ARREGLO ESPECIAL)</p>,1,2010-05-11,1,,,
1650367,anual,2010-02-12,2011-01-31,1663801,false,"",50010,,1,,,
1650370,semestral a precio de anual,2010-02-12,2010-08-31,1663708,false,"",50007,2010-05-11,1,,,
1650439,Trimestral,2010-02-15,2010-05-30,1664839,false,"",50007,,1,,,
1650448,semestral a precio de anual,2010-02-01,2010-07-30,52362,false,"",50007,,1,,,
1650820,anual vip,2010-03-01,2011-02-28,50950,true,"",50007,,1,,,
1650895,semestral,2010-03-01,2010-08-31,50271,false,"",50013,2010-04-08,1,,,
1650913,semestral a precio de anual,2010-02-01,2010-07-31,1665094,false,"",50007,,1,,,
1650916,semestral a precio de anual,2010-02-01,2010-07-31,1663684,false,"",50010,,1,,,
1650958,Semestral a precio de anual,2010-03-01,2010-08-31,1665892,false,"",50007,2010-04-08,1,,,
1650961,Semestral a precio de anual,2010-03-01,2010-08-31,1665304,false,"",50007,2010-04-08,1,,,
1650970,Semestral a precio de anual,2010-03-01,2010-08-31,52245,false,"",50010,2010-07-06,1,,,
1650985,Semestral a precio de anual (195),2010-03-01,2010-08-31,52299,false,"",1,,1,,,
1651000,anual,2010-03-01,2011-02-28,50600,false,"",50007,,1,,,
1651072,anual,2010-03-01,2011-02-28,50082,false,"",1,2011-01-12,1,,,2011-01-12 17:24:06 UTC
1651078,anual,2010-04-01,2011-02-28,51009,false,"",1,2010-08-09,1,,,2010-08-09 20:57:10 UTC
1651129,Anual,2010-04-01,2011-03-31,50125,false,"",50007,,1,,,
1651141,semestral,2010-03-03,2010-08-31,1666066,false,"",50007,2010-04-08,1,,,
1651174,anual,2010-03-03,2011-03-31,1666729,false,"",50010,2010-08-23,1,,,2010-08-23 20:14:47 UTC
1651186,anual,2010-03-04,2011-03-31,50029,false,"",50013,,1,,,2011-02-22 15:23:02 UTC
1651219,anual monitoria,2010-03-05,2011-03-31,50059,false,"",1,2011-01-12,1,,,2011-01-12 17:23:07 UTC
1651231,Mensual UB,2010-03-06,2010-03-31,51474,false,"",1,,1,,,
1651291,Anual,2010-03-01,2011-02-28,1666639,false,"",50007,2010-06-01,1,,,
1651312,anual,2010-03-09,2011-02-28,50118,false,"",50007,,1,,,2011-03-10 17:50:53 UTC
1651315,Anual,2010-03-01,2011-02-28,50138,false,"",50004,,1,,,
1651378,anual vip,2010-03-01,2011-05-28,50618,false,"",50007,,1,,,2011-05-05 17:55:56 UTC
1651462,anual - una vez por semana,2010-04-01,2011-03-31,50027,false,"",50007,,1,,,
1651540,anual en dos partes,2010-04-01,2010-09-30,1668016,false,"",50004,,1,,,
1651627,Anual,2010-04-01,2011-03-31,1669141,false,"",1,2010-08-09,1,,,2010-08-09 20:59:13 UTC
1651678,semestral especial,2010-04-01,2010-08-31,1670368,false,<p>120 por mes una vez por semana</p>,1,2010-07-06,1,,,
1651837,Anu - monitoria,2010-04-01,2011-03-31,50151,false,"",1,,1,,,
1651843,Anual,2010-02-01,2011-01-31,50076,false,"",1,,1,,,
1651939,anual,2010-05-01,2011-04-30,50712,false,"",50004,,1,,,2010-10-22 20:19:15 UTC
1651945,Sem+1,2010-04-01,2010-10-31,1667503,false,"",50007,,1,,,2010-11-02 17:50:12 UTC
1651948,Sem,2010-04-01,2010-09-30,1667506,false,"",50007,2010-09-30,1,,,2010-09-30 21:18:31 UTC
1652155,Mensual UB,2010-04-01,2010-04-30,51474,false,"",1,,1,,,
1652158,anual,2010-05-01,2011-04-30,51118,false,"",50007,2011-02-03,1,,,2011-02-03 16:00:32 UTC
1652161,Anu,2010-04-01,2011-03-31,50049,false,"",50007,,1,,,
1652212,ANU,2010-04-07,2011-03-31,50538,false,"",50007,,1,,,
1652218,Anual una vez por semana,2010-04-01,2011-03-31,1669939,false,"",50007,,1,,,
1652260,semenstral,2010-04-07,2010-09-30,1671685,false,<p>primer mes gratis. y en mayo descontar 30 por clase de prueba</p>,50007,,1,,,
1652356,semestral,2010-04-08,2010-09-30,50709,false,"",50007,,1,,,
1652395,anual,2010-04-08,2011-03-31,50047,false,"",1,2011-01-12,1,,,2011-01-12 17:21:05 UTC
1652521,semestral especial,2010-04-01,2010-09-30,1600279,false,"",50010,,1,,,
1652563,ANU 1xsem,2010-04-01,2011-03-31,1668658,false,"",50010,2010-12-09,1,,,2010-12-09 15:18:37 UTC
1652569,ANU,2010-04-09,2011-03-30,51070,false,"",50010,2010-07-06,1,,,
1652572,ANU,2010-04-01,2011-03-31,50699,false,"",50010,,1,,,
1652575,ANU,2010-05-01,2011-04-30,1672195,false,"",50010,,1,,,
1652578,ANU,2010-05-01,2010-06-30,52170,false,"",50010,,1,,,
1653292,anual,2010-05-01,2011-04-30,50826,false,"",50010,2011-04-11,1,,,2011-04-11 14:53:43 UTC
1653373,Anual,2010-05-01,2011-04-30,51134,false,"",50007,,1,,,
1653469,anual,2010-05-01,2011-05-30,1674088,false,"",50013,,1,,,2011-05-05 17:41:28 UTC
1653472,Anual,2010-05-01,2011-05-30,1672156,false,"",50013,,1,,,2011-05-05 17:40:26 UTC
1653589,trimestral,2010-05-01,2010-07-31,551524,false,"",1,,1,,,
1653592,Anual,2010-05-01,2011-04-30,50130,false,"",50007,,1,,,
1653787,anual,2010-06-01,2011-05-31,51227,false,"",50010,,1,,,
1653877,anual,2010-05-10,2011-04-30,1673686,false,"",50013,2010-06-01,1,,,
1653922,Sem 20% dct estudiantes x núñez,2010-05-06,2010-10-31,1675561,false,"",50010,,1,,,
1653925,Sem 20% dct estudiantes x núñez,2010-05-01,2010-10-31,1676332,false,"",50010,,1,,,
1654030,anual,2010-05-11,2011-04-30,1671031,false,"",50010,,1,,,
